place,name,blkgrps,population,households,alltransit_performance_score,state
"""5571025""","""St. Nazianz""",0.03,34.29,14.26,0.0,WI
"""5571050""","""St. Peter""",0.67,1263.21,420.85,0.0,WI
"""5571585""","""Sandy Hook""",0.18,134.61,57.82,0.1,WI
"""5571650""","""Sauk City""",0.42,963.22,404.03,0.0,WI
"""5571700""","""Saukville""",1.3,1707.06,686.54,0.6,WI
"""5571850""","""Saxon""",0.0,4.12,2.03,0.0,WI
"""5571950""","""Sayner""",0.03,28.46,14.25,0.0,WI
"""5571975""","""Scandinavia""",0.03,39.42,15.84,0.0,WI
"""5572150""","""Schofield""",2.18,2427.56,1040.01,2.7,WI
"""5572650""","""Sextonville""",0.02,25.31,10.69,0.0,WI
"""5572670""","""Seymour""",1.06,1444.9,613.4,1.5,WI
"""5572725""","""Seymour""",1.09,1275.31,533.64,0.0,WI
"""5572875""","""Sharon""",0.1,147.13,56.92,0.0,WI
"""5572925""","""Shawano""",5.25,7881.37,3515.27,0.0,WI
"""5572975""","""Sheboygan""",26.41,45131.45,19120.21,4.8,WI
"""5573025""","""Sheboygan Falls""",2.96,5433.71,2502.48,1.6,WI
"""5573175""","""Sheldon""",0.02,17.67,6.15,0.0,WI
"""5573200""","""Shell Lake""",0.38,344.98,153.63,0.0,WI
"""5573525""","""Sherwood""",0.32,601.71,234.95,0.0,WI
"""5573625""","""Shiocton""",0.06,79.53,32.64,0.0,WI
"""5573725""","""Shorewood""",14.0,13366.86,6015.95,7.7,WI
"""5573750""","""Shorewood Hills""",2.04,2258.89,911.64,7.5,WI
"""5573825""","""Shullsburg""",0.34,390.83,164.15,0.0,WI
"""5574025""","""Silver Lake""",0.43,632.96,238.77,0.0,WI
"""5574175""","""Siren""",0.29,320.98,175.68,0.0,WI
"""5574225""","""Sister Bay""",0.35,372.96,192.86,0.0,WI
"""5574400""","""Slinger""",1.71,3348.81,1379.96,0.0,WI
"""5574500""","""Sobieski""",0.05,130.76,45.52,0.0,WI
"""5574550""","""Soldiers Grove""",0.12,124.01,46.6,0.0,WI
"""5574575""","""Solon Springs""",0.45,309.55,167.2,0.0,WI
"""5574625""","""Somers""",8.45,9533.59,3323.86,1.5,WI
"""5574675""","""Somerset""",0.12,396.55,145.57,0.0,WI
"""5575125""","""South Milwaukee""",18.0,21184.45,8627.79,5.6,WI
"""5575275""","""South Wayne""",0.02,17.58,7.46,0.0,WI
"""5575325""","""Sparta""",6.17,6793.63,3196.17,0.0,WI
"""5575400""","""Spencer""",0.67,673.83,292.56,0.0,WI
