place,name,blkgrps,population,households,alltransit_performance_score,state
"""4626035""","""Green Valley""",1.0,1044.0,434.0,0.0,SD
"""4626180""","""Gregory""",0.05,46.6,21.82,0.0,SD
"""4626220""","""Grenville""",0.0,0.94,0.43,0.0,SD
"""4626340""","""Groton""",0.22,431.54,156.14,0.0,SD
"""4626660""","""Hamill""",0.0,1.94,0.81,0.0,SD
"""4627260""","""Harrisburg""",1.12,2572.12,794.42,0.0,SD
"""4627300""","""Harrison""",0.0,0.76,0.32,0.0,SD
"""4627420""","""Harrold""",0.0,0.39,0.17,0.0,SD
"""4627540""","""Hartford""",0.23,765.42,268.28,0.0,SD
"""4627820""","""Hayti""",0.0,5.92,2.26,0.0,SD
"""4627940""","""Hazel""",0.0,1.71,0.54,0.0,SD
"""4627980""","""Hecla""",0.0,0.84,0.38,0.0,SD
"""4628140""","""Henry""",0.01,10.68,4.51,0.0,SD
"""4628300""","""Hermosa""",0.0,1.28,0.6,0.0,SD
"""4628340""","""Herreid""",0.0,2.73,1.24,0.0,SD
"""4628420""","""Herrick""",0.0,1.56,0.74,0.0,SD
"""4628460""","""Hetland""",0.0,0.75,0.31,0.0,SD
"""4628980""","""Highmore""",0.07,68.21,28.98,0.0,SD
"""4629100""","""Hill City""",0.03,43.81,15.3,0.0,SD
"""4629340""","""Hillsview""",0.0,0.41,0.15,0.0,SD
"""4629500""","""Hitchcock""",0.0,0.82,0.33,0.0,SD
"""4630140""","""Hosmer""",0.0,4.74,1.83,0.0,SD
"""4630220""","""Hot Springs""",0.31,458.44,226.18,0.0,SD
"""4630300""","""Hoven""",0.0,0.37,0.17,0.0,SD
"""4630460""","""Howard""",0.11,108.62,46.38,0.0,SD
"""4630740""","""Hudson""",0.0,4.35,1.51,0.0,SD
"""4630900""","""Humboldt""",0.01,11.75,4.54,0.0,SD
"""4630980""","""Hurley""",0.01,6.26,2.62,0.0,SD
"""4631060""","""Huron""",9.39,8979.84,3987.65,0.0,SD
"""4631620""","""Interior""",0.0,0.65,0.31,0.0,SD
"""4631860""","""Ipswich""",0.11,108.72,45.45,0.0,SD
"""4631940""","""Irene""",0.0,4.28,1.81,0.0,SD
"""4632020""","""Iroquois""",0.0,1.51,0.66,0.0,SD
"""4632140""","""Isabel""",0.0,1.56,0.54,0.0,SD
"""4632460""","""Java""",0.0,0.87,0.34,0.0,SD
"""4632700""","""Jefferson""",0.01,11.65,4.96,0.0,SD
"""4632820""","""Johnson Siding""",0.12,172.95,84.63,0.4,SD
"""4633180""","""Kadoka""",0.14,118.41,45.42,0.0,SD
"""4633380""","""Kaylor""",0.0,1.99,0.77,0.0,SD
"""4633580""","""Kennebec""",0.0,0.85,0.38,0.0,SD
"""4633820""","""Keystone""",0.05,42.2,15.51,0.0,SD
"""4633900""","""Kidder""",0.0,0.63,0.26,0.0,SD
"""4633980""","""Kimball""",0.05,33.19,17.0,0.0,SD
"""4634340""","""Kranzburg""",0.01,15.36,5.81,0.0,SD
"""4634460""","""Kyle""",0.01,6.8,1.71,0.0,SD
"""4634540""","""La Bolt""",0.0,0.81,0.36,0.0,SD
"""4635100""","""Lake Andes""",0.01,6.15,2.06,0.0,SD
"""4635220""","""Lake City""",0.0,1.06,0.37,0.0,SD
"""4635430""","""Lake Madison""",0.09,119.01,50.8,0.0,SD
"""4635460""","""Lake Norden""",0.02,19.01,7.37,0.0,SD
"""4635480""","""Lake Poinsett""",0.06,85.47,35.04,0.0,SD
"""4635500""","""Lake Preston""",0.01,3.69,1.84,0.0,SD
"""4635780""","""Lane""",0.0,1.09,0.44,0.0,SD
"""4635820""","""Langford""",0.0,0.81,0.33,0.0,SD
"""4635940""","""La Plant""",0.01,7.93,2.36,0.0,SD
"""4636220""","""Lead""",1.2,1557.65,719.98,0.0,SD
"""4636260""","""Lebanon""",0.0,0.63,0.29,0.0,SD
"""4636340""","""Lemmon""",0.12,172.89,78.22,0.0,SD
"""4636380""","""Lennox""",0.72,819.53,329.4,0.0,SD
"""4636460""","""Leola""",0.0,3.47,1.15,0.0,SD
"""4636540""","""Lesterville""",0.0,1.99,0.86,0.0,SD
"""4636620""","""Letcher""",0.0,2.1,0.94,0.0,SD
"""4637140""","""Lily""",0.0,0.58,0.24,0.0,SD
"""4637900""","""Little Eagle""",0.0,2.02,0.5,0.0,SD
"""4638760""","""Long Hollow""",0.09,50.07,19.83,0.0,SD
"""4638860""","""Long Lake""",0.0,0.18,0.07,0.0,SD
"""4639020""","""Loomis""",0.0,1.36,0.57,0.0,SD
"""4639180""","""Lower Brule""",0.0,1.94,0.49,0.0,SD
"""4639260""","""Lowry""",0.0,0.45,0.17,0.0,SD
"""4639940""","""McIntosh""",0.0,0.5,0.19,0.0,SD
"""4640020""","""McLaughlin""",0.0,3.6,1.02,0.0,SD
"""4640220""","""Madison""",1.16,2201.14,806.48,0.0,SD
"""4640550""","""Manderson-White Horse Creek""",0.03,57.64,8.91,0.0,SD
"""4640580""","""Mansfield""",0.01,12.17,4.54,0.0,SD
"""4640860""","""Marion""",0.09,79.56,35.05,0.0,SD
"""4641100""","""Martin""",0.14,112.32,37.15,0.0,SD
"""4641180""","""Marty""",0.04,41.91,10.73,0.0,SD
"""4641220""","""Marvin""",0.0,2.6,1.31,0.0,SD
"""4641680""","""Meadow View Addition""",0.06,120.43,48.09,0.2,SD
"""4641860""","""Mellette""",0.0,0.78,0.3,0.0,SD
"""4641980""","""Menno""",0.04,27.91,13.72,0.0,SD
"""4642140""","""Midland""",0.0,0.21,0.08,0.0,SD
"""4642260""","""Milbank""",1.32,1261.02,499.41,0.0,SD
"""4642460""","""Miller""",0.06,53.56,26.12,0.0,SD
"""4642620""","""Milltown""",0.0,2.23,0.72,0.0,SD
"""4642940""","""Mission""",0.02,39.95,12.15,0.0,SD
"""4642980""","""Mission Hill""",0.01,8.8,3.55,0.0,SD
"""4643100""","""Mitchell""",10.27,10211.62,4582.1,0.0,SD
"""4643180""","""Mobridge""",0.64,545.35,240.02,0.0,SD
"""4643380""","""Monroe""",0.0,3.14,1.35,0.0,SD
"""4643500""","""Montrose""",0.0,3.85,1.39,0.0,SD
"""4643780""","""Morningside""",0.02,23.95,10.22,0.0,SD
"""4643860""","""Morristown""",0.0,0.24,0.09,0.0,SD
"""4644020""","""Mound City""",0.0,0.25,0.12,0.0,SD
"""4644100""","""Mount Vernon""",0.0,1.96,0.72,0.0,SD
"""4644260""","""Murdo""",0.0,0.48,0.26,0.0,SD
"""4644620""","""Naples""",0.0,0.24,0.09,0.0,SD
"""4644820""","""New Effington""",0.0,1.12,0.43,0.0,SD
"""4644860""","""Newell""",0.18,129.28,54.25,0.0,SD
"""4644940""","""New Holland""",0.0,0.82,0.35,0.0,SD
"""4645060""","""New Underwood""",0.07,55.3,17.58,0.0,SD
"""4645100""","""New Witten""",0.0,0.44,0.18,0.0,SD
"""4645180""","""Nisland""",0.0,2.76,0.98,0.0,SD
"""4645420""","""Norris""",0.0,1.4,0.41,0.0,SD
"""4645548""","""North Eagle Butte""",1.38,1762.32,460.01,0.0,SD
"""4645700""","""North Sioux City""",0.08,289.05,122.08,1.1,SD
"""4645715""","""North Spearfish""",1.21,2191.13,802.91,0.0,SD
"""4645740""","""Northville""",0.0,1.13,0.44,0.0,SD
"""4646060""","""Nunda""",0.01,6.01,2.45,0.0,SD
"""4646180""","""Oacoma""",0.02,16.12,6.52,0.0,SD
"""4646500""","""Oelrichs""",0.0,0.6,0.24,0.0,SD
"""4646540""","""Oglala""",0.07,116.29,22.07,0.0,SD
"""4646620""","""Okaton""",0.03,22.68,12.41,0.0,SD
"""4646660""","""Okreek""",0.07,92.89,29.55,0.0,SD
"""4646700""","""Ola""",0.01,10.92,3.18,0.0,SD
"""4646780""","""Oldham""",0.0,1.2,0.66,0.0,SD
"""4646900""","""Olivet""",0.0,0.47,0.18,0.0,SD
"""4646980""","""Onaka""",0.0,0.53,0.17,0.0,SD
"""4647180""","""Onida""",0.13,89.92,38.44,0.0,SD
"""4647460""","""Orient""",0.0,0.31,0.13,0.0,SD
"""4647660""","""Ortley""",0.01,9.72,3.53,0.0,SD
"""4648380""","""Parker""",0.02,26.15,10.63,0.0,SD
"""4648460""","""Parkston""",0.11,199.66,77.84,0.0,SD
"""4648500""","""Parmelee""",0.03,51.42,10.13,0.0,SD
"""4648940""","""Peever""",0.0,1.19,0.39,0.0,SD
"""4649300""","""Philip""",0.01,12.45,6.44,0.0,SD
"""4649460""","""Pickstown""",0.01,7.64,1.97,0.0,SD
"""4649500""","""Piedmont""",0.03,110.74,43.51,0.0,SD
"""4649540""","""Pierpont""",0.0,0.49,0.23,0.0,SD
"""4649600""","""Pierre""",10.4,10571.28,4717.4,0.0,SD
"""4649640""","""Pine Lakes Addition""",0.01,29.56,10.26,0.1,SD
"""4649660""","""Pine Ridge""",0.22,414.47,70.36,0.0,SD
"""4650020""","""Plankinton""",0.02,19.27,7.56,0.0,SD
