store_name,street,city,state,zip,final_zip_pred,Population,Zip,County,AverageMbps,FastestAverageMbps
Trader Joe's Manhattan Beach - Rosecrans Blvd (106),1800 Rosecrans Blvd,Manhattan Beach,CA,90266,0.0555826409481905,35135.0,90266,Los Angeles,130.15,293.3
Trader Joe's Plano (402),2400 Preston Rd,Plano,TX,75093,0.1166508464331698,47187.0,75093,Collin,90.04,227.55
Trader Joe's South Pasadena (18),613 Mission St,S. Pasadena,CA,91030,0.0427164261699207,25616.0,91030,Los Angeles,99.52,227.46
Trader Joe's Los Angeles - 3rd & Fairfax (240),175 South Fairfax Ave,Los Angeles,CA,90036,0.0974129951546273,36865.0,90036,Los Angeles,135.31,324.0
Trader Joe's Los Angeles (31),263 S La Brea Ave,Los Angeles,CA,90036,0.0974129951546273,36865.0,90036,Los Angeles,135.31,324.0
Trader Joe's Oklahoma City - Nichols Hills (461),6409 Avondale Dr,Nichols Hills,OK,73116,0.1165779037377585,9241.0,73116,Oklahoma,154.67,343.27
Trader Joe's Tallahassee (763),3425 Thomasville Rd,Tallahassee,FL,32309,0.1017210480270108,30159.0,32309,Leon,53.92,168.91
Trader Joe's Burien (133),15868 1st Ave S,Burien,WA,98148,0.0814681073657347,10010.0,98148,King,37.4,80.35
Trader Joe's South San Francisco (187),301 MC Lellan Dr,South San Francisco,CA,94080,0.0716962355675459,63975.0,94080,San Mateo,130.15,354.41
Trader Joe's Laguna Hills (39),24231 Avenida De La Carlota,Laguna Hills,CA,92653,0.0984807998590468,29291.0,92653,Orange,141.22,309.14
Trader Joe's Clifton (610),259 Allwood Road,Clifton,NJ,07012,0.0654771143170153,11703.0,07012,Passaic,70.0,157.94
Trader Joe's Charlotte (744),1133 Metropolitan Ave,Charlotte,NC,28204,0.0552774034503298,4796.0,28204,Mecklenburg,91.55,241.06
Trader Joe's South Burlington (527),200 Dorset St,South Burlington,VT,05403,0.0547001618171018,17593.0,05403,Chittenden,89.77,227.02
Trader Joe's Calabasas (254),23741 Calabasas Rd.,Calabasas,CA,91302,0.072368955202488,25709.0,91302,Los Angeles,163.91,311.06
Trader Joe's Culver City (36),9290 Culver Blvd,Culver City,CA,90232,0.0623559020068287,15149.0,90232,Los Angeles,104.15,248.89
Trader Joe's Seattle - U District (137),4555 Roosevelt Way NE,Seattle,WA,98105,0.0503967123615522,43924.0,98105,King,94.21,247.12
Trader Joe's Salt Lake City (350),634 East 400 South,Salt Lake City,UT,84102,0.0723548854899118,17421.0,84102,Salt Lake,53.22,167.73
Trader Joe's Wichita (729),1800 N. Rock Road,Wichita,KS,67206,0.1564875511675927,15186.0,67206,Sedgwick,92.32,193.07
Trader Joe's Oakland - Lakeshore (203),3250 Lakeshore Ave,Oakland,CA,94610,0.0408918855133482,29287.0,94610,Alameda,101.06,233.27
Trader Joe's La Habra,"2101 W. Imperial Hwy, Suite A",La Habra,CA,90631,0.0999316749354209,67619.0,90631,Orange,97.47,224.91
Trader Joe's Santa Barbara (183),3025 De La Vina St,Santa Barbara,CA,93105,0.0678988999571281,24815.0,93105,Santa Barbara,112.16,295.69
Trader Joe's Rancho Cucamonga (217),6401 Haven Ave,Rancho Cucamonga,CA,91737,0.1483444155368899,24740.0,91737,San Bernardino,81.07,207.37
Trader Joe's Katy (Cinco Ranch) (429),2717 Commercial Center Blvd,Katy,TX,77494,0.1283460209992051,61600.0,77494,Fort Bend,115.41,307.1
Trader Joe's Knoxville (663),8001 Kingston Pike,Knoxville,TN,37919,0.1398458481868179,28194.0,37919,Knox,105.41,254.57
Trader Joe's Goleta (110),5767 Calle Real,Goleta,CA,93117,0.0606401588903237,53217.0,93117,Santa Barbara,77.5,200.06
Trader Joe's St. Petersburg (767),2742 4th St N,St. Petersburg,FL,33704,0.1474900544890652,16098.0,33704,Pinellas,107.9,205.0
Trader Joe's State College (629),243 Patriot Lane,State College,PA,16803,0.0674767252026398,23685.0,16803,Centre,116.89,293.64
Trader Joe's West Los Angeles (7),10850 National Blvd,Los Angeles,CA,90064,0.0457852955465851,25403.0,90064,Los Angeles,81.38,211.05
Trader Joe's Olympic Blvd (215),11755 Olympic Blvd,Los Angeles,CA,90064,0.0457852955465851,25403.0,90064,Los Angeles,81.38,211.05
Trader Joe's Dublin (672),6355 Sawmill Rd,Dublin,OH,43017,0.1051538852617362,37626.0,43017,Franklin,77.05,265.74
Trader Joe's Manchester (563),1510 Pleasant Valley Road,Manchester,CT,06042,0.0753343250706684,22942.0,06042,Hartford,51.22,137.45
Trader Joe's Raleigh (746),3000 Wake Forest Rd,Raleigh,NC,27609,0.078311879930441,32964.0,27609,Wake,92.8,271.88
Trader Joe's ASU (91),940 E. University Drive,Tempe,AZ,85281,0.1667360914473123,57348.0,85281,Maricopa,73.44,166.62
Trader Joe's Portland NW (146),2122 NW Glisan St,Portland,OR,97210,0.0683444291792802,10887.0,97210,Multnomah,120.43,321.61
Trader Joe's Santa Maria (239),1303 S Bradley Rd,Santa Maria,CA,93454,0.1458900145958335,36448.0,93454,Santa Barbara,93.11,204.11
Trader Joe's Carson City (281),3790 US Hwy 395 S,Carson City,NV,89705,0.2743096196327715,4969.0,89705,Douglas,134.82,310.34
Trader Joe's Wilmington (636),5605 Concord Pike,Wilmington,DE,19803,0.15741446333638098,21364.0,19803,New Castle,197.51,514.97
Trader Joe's Jacksonville (769),11112 San Jose Blvd,Jacksonville,FL,32223,0.1620594830043069,23980.0,32223,Duval,36.03,70.66
Trader Joe's Union Square - Wine Store (541),138 E 14th St,New York,NY,10003,0.0694605529534036,56024.0,10003,New York,2289.33,6802.47
Trader Joe's Union Square - Grocery Store (540),142 E 14th St,New York,NY,10003,0.0694605529534036,56024.0,10003,New York,2289.33,6802.47
Trader Joe's Fort Point Seaport (566),44 Thomson Place,Boston,MA,02210,0.0636509078097214,2090.0,02210,Suffolk,93.98,258.77
Trader Joe's Richmond (786),3000 Stony Point Rd,Richmond,VA,23235,0.0993147621043139,30165.0,23235,Chesterfield,100.7,255.7
Trader Joe's Kent (163),12966 SE Kent-Kangley Rd,Kent,WA,98030,0.0917459417459524,33769.0,98030,King,109.93,323.83
Trader Joe's Redding (219),845 Browning St,Redding,CA,96003,0.290237691514107,44461.0,96003,Shasta,49.88,111.41
Trader Joe's Irvine -  Walnut Village Ctr (37),14443 Culver Dr,Irvine,CA,92604,0.0772495175174115,26853.0,92604,Orange,142.52,323.01
Trader Joe's Santa Rosa Ave (178),2100 Santa Rosa Ave,Santa Rosa,CA,95407,0.1078285765214629,39352.0,95407,Sonoma,181.67,502.48
Trader Joe's Lake Grove (556),2085 Smith Haven Plaza,Lake Grove,NY,11755,0.1393112850449098,12387.0,11755,Suffolk,94.07,224.6
Trader Joe's Menlo Park (69),720 Menlo Ave,Menlo Park,CA,94025,0.03322341715896,40526.0,94025,San Mateo,42.95,107.25
Trader Joe's Westlake Village (58),3835 E Thousand Oaks Blvd,Westlake Village,CA,91362,0.1098448628562276,36045.0,91362,Ventura,126.54,304.87
Trader Joe's San Carlos (174),1482 El Camino Real,San Carlos,CA,94070,0.0366097490212092,29166.0,94070,San Mateo,135.98,381.62
Trader Joe's Christiana (759),2500 Fashion Center Blvd.,Newark,DE,19702,0.0878344339296249,51899.0,19702,New Castle,108.22,319.1
Trader Joe's El Cerrito (108),225 El Cerrito Plaza,El Cerrito,CA,94530,0.054206913115465986,23877.0,94530,Contra Costa,109.21,260.98
Trader Joe's Wilshire (253),2300 Wilshire Blvd #101,Santa Monica,CA,90403,0.0606749907944998,24525.0,90403,Los Angeles,133.72,280.31
Trader Joe's Mt. Pleasant (752),401 Johnnie Dodds Blvd,Mt. Pleasant,SC,29464,0.0909376499425853,43649.0,29464,Charleston,70.17,190.44
Trader Joe's Nashville (664),3909 Hillsboro Pike,Nashville,TN,37215,0.049704354002296,21190.0,37215,Davidson,119.28,288.97
Trader Joe's Las Vegas - Centennial Hills (98),5639 Centennial Ctr Blvd,Las Vegas,NV,89149,0.2264590676128189,31143.0,89149,Clark,180.08,517.55
Trader Joe's Irvine - Woodbury Town Center (210),6222 Irvine Blvd,Irvine,CA,92620,0.0653685893649273,38486.0,92620,Orange,104.23,285.92
Trader Joe's Milpitas (229),1306 Great Mall Pkwy,Milpitas,CA,95035,0.0911326897474617,66943.0,95035,Santa Clara,122.42,319.02
Trader Joe's Washington - Capitol Hill (622),750 Pennsylvania Ave SE,Washington,DC,20003,0.0495631724815951,26454.0,20003,District of Columbia,118.38,282.38
Trader Joe's University Place (148),3800 Bridgeport Way W,University Place,WA,98466,0.143260295327514,26944.0,98466,Pierce,95.23,281.02
Trader Joe's Creve Coeur (694),11505 Olive Blvd,Creve Coeur,MO,63141,0.07119031190991901,20593.0,63141,St. Louis County,112.05,300.12
Trader Joe's Davie (778),2296 S University Dr,Davie,FL,33324,0.1264939180023912,42847.0,33324,Broward,107.87,282.11
Trader Joe's Tustin (197),1198 Irvine Blvd.,Tustin,CA,92780,0.1051156223996565,57741.0,92780,Orange,86.25,224.33
Trader Joe's Omaha (719),10305 Pacific St,Omaha,NE,68114,0.0815076662825699,16928.0,68114,Douglas,67.99,162.02
Trader Joe's North Brunswick (612),869 US-1,North Brunswick,NJ,08902,0.0638289325883154,41153.0,08902,Middlesex,85.56,211.74
Trader Joe's Lincoln (722),3120 Pine Lake Rd,Lincoln,NE,68516,0.0585683770438578,38956.0,68516,Lancaster,58.69,182.85
Trader Joe's Hillsboro (149),2285 NW 185th Ave,Hillsboro,OR,97124,0.0992554921217706,48349.0,97124,Washington,82.05,232.06
Trader Joe's West Hills (50),6751 Fallbrook Ave,West Hills,CA,91307,0.0907739554317764,24474.0,91307,Los Angeles,127.96,295.5
Trader Joe's Dallas West (405),5550 W Lovers Lane,Dallas,TX,75209,0.1078192093475649,13653.0,75209,Dallas,196.81,530.39
Trader Joe's Sunset Blvd (192),8000 W Sunset Blvd,Los Angeles,CA,90046,0.0521154254075618,48581.0,90046,Los Angeles,120.27,291.56
Trader Joe's West Hollywood (40),7310 Santa Monica Blvd,West Hollywood,CA,90046,0.0521154254075618,48581.0,90046,Los Angeles,120.27,291.56
Trader Joe's Encino (56),17640 Burbank Blvd,Encino,CA,91316,0.065589560774,26898.0,91316,Los Angeles,118.69,266.3
Trader Joe's Santa Ana (113),3329 S Bristol St,Santa Ana,CA,92704,0.0924970832181202,88123.0,92704,Orange,78.7,220.3
Trader Joe's Fairfax (643),9464 Main St,Fairfax,VA,22031,0.0412082884215467,29795.0,22031,Fairfax County,123.61,393.95
Trader Joe's Tucson - Campbell & Limberlost (191),4209 N Campbell Ave,Tucson,AZ,85719,0.1951630941378727,43989.0,85719,Pima,74.26,186.21
Trader Joe's La Mesa (24),5495 Grossmont Center Dr,La Mesa,CA,91942,0.1178969160743389,38069.0,91942,San Diego,84.75,198.93
Trader Joe's Los Angeles - Burton Way (237),8500 Burton Way,Los Angeles,CA,90048,0.0324747831814633,21397.0,90048,Los Angeles,121.57,283.54
Trader Joe's Valencia (13),26517 Bouquet Canyon Rd,Santa Clarita,CA,91350,0.12606108940611,33348.0,91350,Los Angeles,37.2,62.81
Trader Joe's Arch St. (618),1324 Arch St.,Philadelphia,PA,19107,0.0541035499340204,14875.0,19107,Philadelphia,65.37,170.01
Trader Joe's Federal Way (134),1758 S 320th St,Federal Way,WA,98003,0.1789177899759165,44151.0,98003,King,57.55,150.5
Trader Joe's Reston (646),11958 Killingsworth Ave,Reston,VA,20194,0.0293860956654881,13165.0,20194,Fairfax County,183.38,529.35
Trader Joe's Ahwatukee (177),4025 E Chandler Blvd,Phoenix,AZ,85048,0.1214415872250528,33449.0,85048,Maricopa,119.77,277.14
Trader Joe's La Quinta (189),46400 Washington St,La Quinta,CA,92253,0.16151091377752802,37262.0,92253,Riverside,93.84,261.31
Trader Joe's San Jose - Westgate West (62),5269 Prospect,San Jose,CA,95129,0.0402582544320073,38720.0,95129,Santa Clara,109.65,381.45
Trader Joe's San Jose - Bollinger (232),7250 Bollinger Rd,San Jose,CA,95129,0.0402582544320073,38720.0,95129,Santa Clara,109.65,381.45
Trader Joe's Elk Grove (190),9670 Bruceville Road,Elk Grove,CA,95757,0.0846535044923968,40222.0,95757,Sacramento,103.87,263.4
Trader Joe's Commack (551),5900 Jericho Turnpike,Commack,NY,11725,0.1326478041456055,29150.0,11725,Suffolk,135.18,350.73
Trader Joe's Centreville (654),14100 Lee Hwy,Centreville,VA,20120,0.0456796686665505,40695.0,20120,Fairfax County,143.55,419.05
Trader Joe's Denver (302),661 Logan Street,Denver,CO,80203,0.0530094300775027,18839.0,80203,Denver,79.26,209.29
Trader Joe's St. Louis Park (710),4500 Excelsior Blvd,St. Louis Park,MN,55416,0.0613672901946428,29027.0,55416,Hennepin,53.5,194.11
Trader Joe's Eugene (145),85 Oakway Center,Eugene,OR,97401,0.0699536901507633,40521.0,97401,Lane,86.86,245.21
Trader Joe's Mountain View (81),590 Showers Dr,Mountain View,CA,94040,0.0498601004997324,32996.0,94040,Santa Clara,101.48,260.27
Trader Joe's Naples (762),10600 Tamiami Trail N,Naples,FL,34108,0.1981264074863024,16874.0,34108,Collier,132.06,317.06
Trader Joe's Wellington (774),2877 South State Rd 7,Wellington,FL,33414,0.1658699205714188,53718.0,33414,Palm Beach,102.36,235.4
Trader Joe's Chicago - River North (696),44 E Ontario St,Chicago,IL,60611,0.116884064742815,28718.0,60611,Cook,169.24,301.16
Trader Joe's Long Beach - PCH (43),6451 E Pacific Coast  Hwy,Long Beach,CA,90803,0.0541163709718225,32031.0,90803,Los Angeles,88.18,247.41
Trader Joe's Silver Spring (652),10741 Columbia Pike,Silver Spring,MD,20901,0.0351271993144857,34832.0,20901,Montgomery,125.55,420.08
Trader Joe's Orem (352),440 East Park Avenue,Orem,UT,84097,0.1751740785490862,21322.0,84097,Utah,64.36,146.98
Trader Joe's Whittier (48),15025 E Whittier Blvd,Whittier,CA,90603,0.0895059855191618,20063.0,90603,Los Angeles,86.14,218.55
Trader Joe's Portland - Hollywood (144),4121 NE Halsey St,Portland,OR,97232,0.0517364834365314,11472.0,97232,Multnomah,63.54,147.16
Trader Joe's Chesterfield (693),1679 Clarkson Rd,Chesterfield,MO,63017,0.0744299473990907,41470.0,63017,St. Louis County,63.04,146.18
Trader Joe's Houston - S Voss Rd (427),1440 South Voss Road,Houston,TX,77057,0.138220285693283,39208.0,77057,Harris,117.8,291.98
Trader Joe's Anthem (280),10345 S Eastern Ave,Henderson,NV,89052,0.113775265734646,47214.0,89052,Clark,144.78,451.21
Trader Joe's Birmingham (737),"205 Summit Blvd, Suite 100",Birmingham,AL,35243,0.0976836242944477,17328.0,35243,Jefferson,71.46,228.99
Trader Joe's Queens (557),9030 Metropolitan Ave,Rego Park,NY,11374,0.0699919800797019,43600.0,11374,Queens,106.81,233.74
Trader Joe's San Diego - Point Loma (188),2401 Truxtun Rd,San Diego,CA,92106,0.1138614372880019,19330.0,92106,San Diego,80.87,211.75
Trader Joe's Naperville (690),44 W Gartner Rd,Naperville,IL,60540,0.0809385287872596,42910.0,60540,DuPage,90.51,228.94
Trader Joe's Thousand Oaks (196),451 Avenida De Los Arboles,Thousand Oaks,CA,91360,0.1199321912862217,42402.0,91360,Ventura,117.24,229.29
Trader Joe's Hyde Park (706),1528 E 55th Street,Chicago,IL,60615,0.0880191338350783,40603.0,60615,Cook,157.36,450.97
Trader Joe's Gainesville (764),3724 SW Archer Rd,Gainesville,FL,32608,0.0983658562460678,45842.0,32608,Alachua,77.29,192.52
Trader Joe's Concord (60),1150 Concord Ave,Concord,CA,94520,0.1217262613999713,37208.0,94520,Contra Costa,105.89,254.01
Trader Joe's Libertyville (704),1600 S Milwaukee Ave,Libertyville,IL,60048,0.0533104892615003,29095.0,60048,Lake,180.83,610.97
Trader Joe's Brick (615),110 Brick Plaza,Brick,NJ,08723,0.1389890788044679,31641.0,08723,Ocean,105.04,259.51
Trader Joe's Kirkland (132),12520 Totem Lake Blvd NE,Kirkland,WA,98034,0.0571304611993934,40407.0,98034,King,134.96,338.57
Trader Joe's Virginia Beach (660),503 Hilltop Plaza,Virginia Beach,VA,23454,0.1571794752526823,60283.0,23454,Virginia Beach,91.63,257.1
Trader Joe's Falls Church - Tyson's Station (641),7514 Leesburg Turnpike,Falls Church,VA,22043,0.0363196435688197,24302.0,22043,Fairfax County,115.15,313.73
Trader Joe's Cerritos (104),12861 Towne Center Dr,Cerritos,CA,90703,0.0538772422000744,49399.0,90703,Los Angeles,94.32,220.83
Trader Joe's Des Peres (695),13343 Manchester Rd,Des Peres,MO,63131,0.0827966538013785,16769.0,63131,St. Louis County,107.45,263.91
Trader Joe's Escondido (105),1885 S Centre City Pkwy,Escondido,CA,92025,0.2286948339106064,49978.0,92025,San Diego,102.75,268.07
Trader Joe's Austin - Seaholm (452),"211 Walter Seaholm Dr, Ste 100",Austin,TX,78701,0.0923196091537906,6841.0,78701,Travis,116.05,308.63
Trader Joe's West Los Angeles - Sepulveda (119),3456 S Sepulveda Blvd,Los Angeles,CA,90034,0.0583571154069499,57964.0,90034,Los Angeles,88.29,225.25
Trader Joe's Cottonwood Heights (351),6989 S 1300 E,Cottonwood Heights,UT,84047,0.2489374489665279,28936.0,84047,Salt Lake,63.99,166.68
Trader Joe's New York - Murray Hill (544),200 E 32nd St,New York,NY,10016,0.0575592019568959,54183.0,10016,New York,119.05,295.34
Trader Joe's Pasadena - S Lake Ave (179),345 S Lake Ave,Pasadena,CA,91101,0.0746013654226737,20460.0,91101,Los Angeles,73.63,199.69
Trader Joe's Millburn (609),187 Millburn Ave,Millburn,NJ,07041,0.0252048860890221,6868.0,07041,Essex,100.32,435.27
Trader Joe's Spokane (159),2975 East 29th Ave,Spokane,WA,99223,0.1282626671110003,29273.0,99223,Spokane,83.36,271.06
Trader Joe's Reno (82),5035 S McCarran Blvd,Reno,NV,89502,0.24916531669054395,43566.0,89502,Washoe,55.35,111.49
Trader Joe's Plainview (555),425 S Oyster Bay Rd,Plainview,NY,11803,0.054297474091586,28127.0,11803,Nassau,108.01,231.06
Trader Joe's San Jose - Old Almaden (63),5353 Almaden Expressway #J-38,San Jose,CA,95118,0.0848303647044005,31932.0,95118,Santa Clara,84.39,208.75
Trader Joe's Huntington Beach - Brookhurst (241),21431 Brookhurst St,Huntington Beach,CA,92646,0.1188384469505754,55224.0,92646,Orange,139.93,328.69
Trader Joe's Dallas Far North (407),14856 Preston Rd,Dallas,TX,75254,0.1983314157236601,23253.0,75254,Dallas,120.39,234.86
Trader Joe's Hoboken (611),1350 Willow Ave.,Hoboken,NJ,07030,0.0500209751553568,50005.0,07030,Hudson,113.79,293.44
Trader Joe's Minneapolis (725),721 Washington Ave S,Minneapolis,MN,55415,0.0579614053280114,2604.0,55415,Hennepin,38.2,98.27
Trader Joe's Pembroke Pines (775),11960 Pines Blvd,Pembroke Pines,FL,33026,0.102617806067617,28498.0,33026,Broward,89.27,178.82
Trader Joe's Carlsbad (220),2629 Gateway Rd,Carlsbad,CA,92009,0.1206175652374929,40747.0,92009,San Diego,108.27,229.48
Trader Joe's Stamford (529),1041 High Ridge Rd,Stamford,CT,06905,0.0779017175497295,19649.0,06905,Fairfield,129.78,264.22
Trader Joe's Richmond/Short Pump (659),11331 W Broad St,Glen Allen,VA,23060,0.0837026640024757,33417.0,23060,Henrico,136.97,371.77
Trader Joe's Santa Monica (6),3212 Pico Blvd,Santa Monica,CA,90405,0.0377374823427362,27186.0,90405,Los Angeles,144.63,294.96
Trader Joe's Westport (521),400 Post Road E,Westport,CT,06880,0.0319687143072522,26647.0,06880,Fairfield,121.64,248.41
Trader Joe's Greenville (751),59 Woodruff Industrial Ln,Greenville,SC,29607,0.2082565552251413,34487.0,29607,Greenville,107.09,226.91
Trader Joe's Cherry Hill (613),775 Haddonfield Rd,Cherry Hill,NJ,08002,0.0684571717308794,22274.0,08002,Camden,96.89,233.83
Trader Joe's Paradise Valley (282),4726 East Shea Blvd,Phoenix,AZ,85028,0.1518044015241718,19157.0,85028,Maricopa,95.29,206.81
Trader Joe's Washington - 14th St (662),1914 14th St NW,Washington,DC,20009,0.0440317026759732,47992.0,20009,District of Columbia,105.6,302.64
Trader Joe's Rochester (534),3349 Monroe Ave,Rochester,NY,14618,0.0462009239321456,22920.0,14618,Monroe,52.96,114.31
Trader Joe's Oro Valley (96),7912 N Oracle,Oro Valley,AZ,85704,0.2065336931760926,30929.0,85704,Pima,72.25,206.25
Trader Joe's Pikesville (655),1809 Reisterstown Rd,Pikesville,MD,21208,0.0793673339079278,33917.0,21208,Baltimore County,208.41,525.76
Trader Joe's San Mateo - Hillsdale (245),45 W Hillsdale Blvd,San Mateo,CA,94403,0.0512328806067669,39642.0,94403,San Mateo,112.66,270.57
Trader Joe's Sammamish (160),490 228th Ave NE,Sammamish,WA,98074,0.0422042379038669,25748.0,98074,King,104.09,284.0
Trader Joe's Daly City (74),417 Westlake Center,Daly City,CA,94015,0.0610042074469254,60927.0,94015,San Mateo,110.14,271.39
Trader Joe's Rochester (718),1200 16th St SW,Rochester,MN,55902,0.0716843557579982,21968.0,55902,Olmsted,50.7,110.16
Trader Joe's Los Altos (127),2310 Homestead Rd,Los Altos,CA,94024,0.0302906722956381,22385.0,94024,Santa Clara,93.4,270.47
Trader Joe's Redmond (140),15932 Redmond Way,Redmond,WA,98052,0.0554876369668038,58442.0,98052,King,106.72,279.52
Trader Joe's Granada Hills (44),11114 Balboa Blvd,Granada Hills,CA,91344,0.0929390458060399,51747.0,91344,Los Angeles,92.5,224.92
Trader Joe's North Wales (639),1460 Bethlehem Pike,North Wales,PA,19454,0.0659505518326229,27870.0,19454,Montgomery,136.35,327.31
Trader Joe's Ithaca (568),744 S Meadow Street,Ithaca,NY,14850,0.0882211265679073,63886.0,14850,Tompkins,61.05,146.39
Trader Joe's San Diego - Carmel Mtn Ranch (23),11955 Carmel Mountain Rd,San Diego,CA,92128,0.0784630236980519,47490.0,92128,San Diego,91.89,225.47
Trader Joe's Bakersfield (14),8200 Stockdale Hwy,Bakersfield,CA,93311,0.150066189339756,40829.0,93311,Kern,56.24,166.86
Trader Joe's Coralville (728),920 Ponseti Way,Coralville,IA,52241,0.0995481808828124,18911.0,52241,Johnson,100.25,364.43
Trader Joe's Los Gatos (181),15466 Los Gatos Blvd,Los Gatos,CA,95032,0.0383105216503295,25089.0,95032,Santa Clara,111.04,295.43
Trader Joe's McKinney (408),2851 Craig Dr Ste 100,McKinney,TX,75070,0.17151872113768898,74734.0,75070,Collin,125.95,313.22
Trader Joe's San Dimas (28),856 W Arrow Hwy,San Dimas,CA,91773,0.1145713983259316,33119.0,91773,Los Angeles,119.77,297.61
Trader Joe's Glover Park (620),2101 Wisconsin Ave NW Suite A,Washington,DC,20007,0.0329496764708798,26866.0,20007,District of Columbia,167.83,347.85
Trader Joe's Albuquerque (166),8928 Holly Ave NE,Albuquerque,NM,87122,0.0613190668309996,17977.0,87122,Bernalillo,83.47,272.76
Trader Joe's Phoenix - Town & Country (90),4821 N 20th St,Phoenix,AZ,85016,0.1630176005444353,33896.0,85016,Maricopa,91.52,251.08
Trader Joe's South Bend (600),1140 East Howard,South Bend,IN,46617,0.0988876919155025,9601.0,46617,St. Joseph,112.45,233.53
Trader Joe's Bellevue (162),416 116th Ave NE,Bellevue,WA,98004,0.0555958139452316,27946.0,98004,King,109.04,299.65
Trader Joe's Springfield (651),6394 Springfield Plaza,Springfield,VA,22150,0.0502646224259826,27105.0,22150,Fairfax County,64.32,144.88
Trader Joe's OrlandoDr. Phillips (768),8323 Sand Lake Rd,Orlando,FL,32819,0.1221434998833608,24976.0,32819,Orange,66.69,181.62
Trader Joe's San Diego - Pacific Beach (21),1640 Garnet Ave,San Diego,CA,92109,0.0812783405023342,45787.0,92109,San Diego,118.15,272.15
Trader Joe's San Francisco - Nob Hill (200),1095 Hyde St,San Francisco,CA,94109,0.0543531533511162,55984.0,94109,San Francisco,130.41,317.06
Trader Joe's Boston - Back Bay (510),899 Boylston St,Boston,MA,02115,0.0311678320430928,28441.0,02115,Suffolk,74.22,220.32
Trader Joe's Hollywood (206),1600 N Vine St,Los Angeles,CA,90028,0.0721715254314659,28714.0,90028,Los Angeles,117.61,328.98
Trader Joe's Columbia (753),4516 Forest Drive,Columbia,SC,29206,0.1115181122299397,17788.0,29206,Richland,80.54,178.77
Trader Joe's Brookfield (726),12665 W. Bluemound Rd,Brookfield,WI,53005,0.1721045039096931,19425.0,53005,Waukesha,84.58,227.12
Trader Joe's Scarsdale (531),727 White Plains Rd,Scarsdale,NY,10583,0.0276365774938602,38982.0,10583,Westchester,147.61,392.27
Trader Joe's Ballard (147),4609 14th Ave NW,Seattle,WA,98107,0.0314693352427844,21147.0,98107,King,117.88,333.94
Trader Joe's Amherst (536),1565 Niagara Falls Blvd,Buffalo,NY,14228,0.1019003755387465,20857.0,14228,Erie,57.62,146.55
Trader Joe's Austin - Northwest (454),9722 Great Hills Trail,Austin,TX,78759,0.0989905442993333,38891.0,78759,Travis,94.78,266.11
Trader Joe's Las Vegas - Downtown Summerlin (284),2315 Summa Dr Ste 100,Las Vegas,NV,89135,0.093685869077473,24144.0,89135,Clark,127.87,342.43
Trader Joe's Marietta (732),4250 Roswell Road,Marietta,GA,30062,0.141406054759016,62136.0,30062,Cobb,95.68,229.65
Trader Joe's Burlington (515),51 Middlesex Turnpike,Burlington,MA,01803,0.054728652945126,24487.0,01803,Middlesex,158.9,474.29
Trader Joe's Davis (182),885 Russell Blvd,Davis,CA,95616,0.0841026377450183,47032.0,95616,Yolo,68.45,190.76
Trader Joe's Cambridge Fresh Pond (517),211 Alewife Brook Pkwy,Cambridge,MA,02138,0.0292370969876684,36314.0,02138,Middlesex,121.55,279.25
Trader Joe's Simi Valley (30),2975-A Cochran St,Simi Valley,CA,93065,0.1211614955361781,72508.0,93065,Ventura,116.97,289.99
Trader Joe's Chelsea (543),675 6th Ave,New York,NY,10010,0.0494577453868571,31834.0,10010,New York,127.51,283.61
Trader Joe's Charlottesville (661),2025 Bond St.,Charlottesville,VA,22901,0.0571434884766089,32532.0,22901,Albemarle,75.16,223.38
Trader Joe's Westchester (33),8645 S Sepulveda,Westchester,CA,90045,0.0556470566427826,39480.0,90045,Los Angeles,100.08,231.62
Trader Joe's Shoreview (727),1041 Red Fox Rd,Shoreview,MN,55126,0.0545892570757483,25140.0,55126,Ramsey,116.45,251.31
Trader Joe's Boca Raton (773),855 S Federal Hwy,Boca Raton,FL,33432,0.1651330073495251,18715.0,33432,Palm Beach,137.02,347.89
Trader Joe's Mesa (89),2050 E Baseline Rd,Mesa,AZ,85204,0.2886249966054793,60885.0,85204,Maricopa,107.11,308.39
Trader Joe's Hadley (512),375 Russell St,Hadley,MA,01035,0.0565072822066801,5250.0,01035,Hampshire,55.31,109.7
Trader Joe's La Canada (42),475 Foothill Blvd,La Canada,CA,91011,0.0502709250321309,20280.0,91011,Los Angeles,95.46,208.21
Trader Joe's Coral Springs (782),2796 N. University Drive,Coral Springs,FL,33065,0.2119192991058325,51921.0,33065,Broward,90.86,241.87
Trader Joe's Rancho Palos Verdes - S. Western Ave. (57),28901 S Western Ave,Rancho Palos Verdes,CA,90275,0.0806506300221986,41804.0,90275,Los Angeles,128.07,304.2
Trader Joe's Rancho Palos Verdes (233),31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,0.0806506300221986,41804.0,90275,Los Angeles,128.07,304.2
Trader Joe's Colonie/Albany (535),79 Wolf Rd,Colonie,NY,12205,0.1192011471909766,26977.0,12205,Albany,91.2,150.95
Trader Joe's Bedford (562),2 Market Street,Bedford,NH,03110,0.0883916709673569,21203.0,03110,Hillsborough,136.4,306.62
Trader Joe's Pinecrest (770),9205 S Dixie Hwy,Miami,FL,33156,0.1065903184403165,31315.0,33156,Miami-Dade,139.27,257.13
