store_name,street,city,state,zip,final_zip_pred
Trader Joe's Anthem (280),10345 S Eastern Ave,Henderson,NV,89052,0.113775265734646
Trader Joe's Birmingham (737),"205 Summit Blvd, Suite 100",Birmingham,AL,35243,0.0976836242944477
Trader Joe's Queens (557),9030 Metropolitan Ave,Rego Park,NY,11374,0.0699919800797019
Trader Joe's San Diego - Point Loma (188),2401 Truxtun Rd,San Diego,CA,92106,0.1138614372880019
Trader Joe's Naperville (690),44 W Gartner Rd,Naperville,IL,60540,0.0809385287872596
Trader Joe's Thousand Oaks (196),451 Avenida De Los Arboles,Thousand Oaks,CA,91360,0.1199321912862217
Trader Joe's Hyde Park (706),1528 E 55th Street,Chicago,IL,60615,0.0880191338350783
Trader Joe's Gainesville (764),3724 SW Archer Rd,Gainesville,FL,32608,0.0983658562460678
Trader Joe's Concord (60),1150 Concord Ave,Concord,CA,94520,0.1217262613999713
Trader Joe's Libertyville (704),1600 S Milwaukee Ave,Libertyville,IL,60048,0.0533104892615003
Trader Joe's Brick (615),110 Brick Plaza,Brick,NJ,08723,0.1389890788044679
Trader Joe's Kirkland (132),12520 Totem Lake Blvd NE,Kirkland,WA,98034,0.0571304611993934
Trader Joe's Virginia Beach (660),503 Hilltop Plaza,Virginia Beach,VA,23454,0.1571794752526823
Trader Joe's Falls Church - Tyson's Station (641),7514 Leesburg Turnpike,Falls Church,VA,22043,0.0363196435688197
Trader Joe's Cerritos (104),12861 Towne Center Dr,Cerritos,CA,90703,0.0538772422000744
Trader Joe's Des Peres (695),13343 Manchester Rd,Des Peres,MO,63131,0.0827966538013785
Trader Joe's Escondido (105),1885 S Centre City Pkwy,Escondido,CA,92025,0.2286948339106064
Trader Joe's Austin - Seaholm (452),"211 Walter Seaholm Dr, Ste 100",Austin,TX,78701,0.0923196091537906
Trader Joe's West Los Angeles - Sepulveda (119),3456 S Sepulveda Blvd,Los Angeles,CA,90034,0.0583571154069499
Trader Joe's Cottonwood Heights (351),6989 S 1300 E,Cottonwood Heights,UT,84047,0.2489374489665279
Trader Joe's New York - Murray Hill (544),200 E 32nd St,New York,NY,10016,0.0575592019568959
Trader Joe's Pasadena - S Lake Ave (179),345 S Lake Ave,Pasadena,CA,91101,0.0746013654226737
Trader Joe's West Hollywood (40),7310 Santa Monica Blvd,West Hollywood,CA,90046,0.0521154254075618
Trader Joe's Millburn (609),187 Millburn Ave,Millburn,NJ,07041,0.0252048860890221
Trader Joe's Spokane (159),2975 East 29th Ave,Spokane,WA,99223,0.1282626671110003
Trader Joe's Reno (82),5035 S McCarran Blvd,Reno,NV,89502,0.24916531669054395
Trader Joe's Plainview (555),425 S Oyster Bay Rd,Plainview,NY,11803,0.054297474091585994
Trader Joe's San Jose - Old Almaden (63),5353 Almaden Expressway #J-38,San Jose,CA,95118,0.0848303647044005
Trader Joe's Huntington Beach - Brookhurst (241),21431 Brookhurst St,Huntington Beach,CA,92646,0.1188384469505754
Trader Joe's Dallas Far North (407),14856 Preston Rd,Dallas,TX,75254,0.1983314157236601
Trader Joe's Hoboken (611),1350 Willow Ave.,Hoboken,NJ,07030,0.0500209751553568
Trader Joe's Minneapolis (725),721 Washington Ave S,Minneapolis,MN,55415,0.0579614053280114
Trader Joe's Pembroke Pines (775),11960 Pines Blvd,Pembroke Pines,FL,33026,0.102617806067617
Trader Joe's Carlsbad (220),2629 Gateway Rd,Carlsbad,CA,92009,0.1206175652374929
Trader Joe's Stamford (529),1041 High Ridge Rd,Stamford,CT,06905,0.0779017175497295
Trader Joe's Richmond/Short Pump (659),11331 W Broad St,Glen Allen,VA,23060,0.0837026640024757
Trader Joe's Santa Monica (6),3212 Pico Blvd,Santa Monica,CA,90405,0.0377374823427362
Trader Joe's Westport (521),400 Post Road E,Westport,CT,06880,0.0319687143072522
Trader Joe's Greenville (751),59 Woodruff Industrial Ln,Greenville,SC,29607,0.2082565552251413
Trader Joe's Cherry Hill (613),775 Haddonfield Rd,Cherry Hill,NJ,08002,0.0684571717308794
Trader Joe's Paradise Valley (282),4726 East Shea Blvd,Phoenix,AZ,85028,0.1518044015241718
Trader Joe's Washington - 14th St (662),1914 14th St NW,Washington,DC,20009,0.0440317026759732
Trader Joe's Rochester (534),3349 Monroe Ave,Rochester,NY,14618,0.0462009239321456
Trader Joe's Oro Valley (96),7912 N Oracle,Oro Valley,AZ,85704,0.2065336931760926
Trader Joe's San Francisco - 9th St (78),555 9th St,San Francisco,CA,94103,0.0650419953871938
Trader Joe's Pikesville (655),1809 Reisterstown Rd,Pikesville,MD,21208,0.0793673339079278
Trader Joe's San Mateo - Hillsdale (245),45 W Hillsdale Blvd,San Mateo,CA,94403,0.0512328806067669
Trader Joe's Sammamish (160),490 228th Ave NE,Sammamish,WA,98074,0.0422042379038669
Trader Joe's Union Square - Grocery Store (540),142 E 14th St,New York,NY,10003,0.0694605529534036
Trader Joe's Daly City (74),417 Westlake Center,Daly City,CA,94015,0.0610042074469254
Trader Joe's Rochester (718),1200 16th St SW,Rochester,MN,55902,0.0716843557579982
Trader Joe's Los Altos (127),2310 Homestead Rd,Los Altos,CA,94024,0.0302906722956381
Trader Joe's Redmond (140),15932 Redmond Way,Redmond,WA,98052,0.0554876369668038
Trader Joe's Granada Hills (44),11114 Balboa Blvd,Granada Hills,CA,91344,0.0929390458060399
Trader Joe's North Wales (639),1460 Bethlehem Pike,North Wales,PA,19454,0.0659505518326229
Trader Joe's Ithaca (568),744 S Meadow Street,Ithaca,NY,14850,0.0882211265679073
Trader Joe's San Diego - Carmel Mtn Ranch (23),11955 Carmel Mountain Rd,San Diego,CA,92128,0.0784630236980519
Trader Joe's Bakersfield (14),8200 Stockdale Hwy,Bakersfield,CA,93311,0.150066189339756
Trader Joe's Coralville (728),920 Ponseti Way,Coralville,IA,52241,0.0995481808828124
Trader Joe's Los Gatos (181),15466 Los Gatos Blvd,Los Gatos,CA,95032,0.0383105216503295
Trader Joe's McKinney (408),2851 Craig Dr Ste 100,McKinney,TX,75070,0.17151872113768898
Trader Joe's San Dimas (28),856 W Arrow Hwy,San Dimas,CA,91773,0.1145713983259316
Trader Joe's Glover Park (620),2101 Wisconsin Ave NW Suite A,Washington,DC,20007,0.0329496764708798
Trader Joe's Albuquerque (166),8928 Holly Ave NE,Albuquerque,NM,87122,0.0613190668309996
Trader Joe's Phoenix - Town & Country (90),4821 N 20th St,Phoenix,AZ,85016,0.1630176005444353
Trader Joe's South Bend (600),1140 East Howard,South Bend,IN,46617,0.0988876919155025
Trader Joe's Bellevue (162),416 116th Ave NE,Bellevue,WA,98004,0.0555958139452316
Trader Joe's Springfield (651),6394 Springfield Plaza,Springfield,VA,22150,0.0502646224259826
Trader Joe's OrlandoDr. Phillips (768),8323 Sand Lake Rd,Orlando,FL,32819,0.1221434998833608
Trader Joe's San Diego - Pacific Beach (21),1640 Garnet Ave,San Diego,CA,92109,0.0812783405023342
Trader Joe's San Francisco - Nob Hill (200),1095 Hyde St,San Francisco,CA,94109,0.0543531533511162
Trader Joe's Louisville Wine (625),4600 Shelbyville Rd Ste 112,Louisville,KY,40207,0.1044454381824438
Trader Joe's Boston - Back Bay (510),899 Boylston St,Boston,MA,02115,0.0311678320430928
Trader Joe's Hollywood (206),1600 N Vine St,Los Angeles,CA,90028,0.0721715254314659
Trader Joe's Columbia (753),4516 Forest Drive,Columbia,SC,29206,0.1115181122299397
Trader Joe's Brookfield (726),12665 W. Bluemound Rd,Brookfield,WI,53005,0.1721045039096931
Trader Joe's Scarsdale (531),727 White Plains Rd,Scarsdale,NY,10583,0.0276365774938602
Trader Joe's Ballard (147),4609 14th Ave NW,Seattle,WA,98107,0.0314693352427844
Trader Joe's Amherst (536),1565 Niagara Falls Blvd,Buffalo,NY,14228,0.1019003755387465
Trader Joe's Austin - Northwest (454),9722 Great Hills Trail,Austin,TX,78759,0.0989905442993333
Trader Joe's Las Vegas - Downtown Summerlin (284),2315 Summa Dr Ste 100,Las Vegas,NV,89135,0.093685869077473
Trader Joe's Marietta (732),4250 Roswell Road,Marietta,GA,30062,0.141406054759016
Trader Joe's Burlington (515),51 Middlesex Turnpike,Burlington,MA,01803,0.054728652945125994
Trader Joe's Davis (182),885 Russell Blvd,Davis,CA,95616,0.0841026377450183
Trader Joe's Cambridge Fresh Pond (517),211 Alewife Brook Pkwy,Cambridge,MA,02138,0.0292370969876684
Trader Joe's Simi Valley (30),2975-A Cochran St,Simi Valley,CA,93065,0.1211614955361781
Trader Joe's Chelsea (543),675 6th Ave,New York,NY,10010,0.0494577453868571
Trader Joe's Charlottesville (661),2025 Bond St.,Charlottesville,VA,22901,0.0571434884766089
Trader Joe's Westchester (33),8645 S Sepulveda,Westchester,CA,90045,0.0556470566427826
Trader Joe's Shoreview (727),1041 Red Fox Rd,Shoreview,MN,55126,0.0545892570757483
Trader Joe's San Jose - Bollinger (232),7250 Bollinger Rd,San Jose,CA,95129,0.0402582544320073
Trader Joe's Boca Raton (773),855 S Federal Hwy,Boca Raton,FL,33432,0.1651330073495251
Trader Joe's Mesa (89),2050 E Baseline Rd,Mesa,AZ,85204,0.2886249966054793
Trader Joe's Hadley (512),375 Russell St,Hadley,MA,01035,0.0565072822066801
Trader Joe's La Canada (42),475 Foothill Blvd,La Canada,CA,91011,0.0502709250321309
Trader Joe's Coral Springs (782),2796 N. University Drive,Coral Springs,FL,33065,0.2119192991058325
Trader Joe's Rancho Palos Verdes - S. Western Ave. (57),28901 S Western Ave,Rancho Palos Verdes,CA,90275,0.0806506300221986
Trader Joe's Colonie/Albany (535),79 Wolf Rd,Colonie,NY,12205,0.1192011471909766
Trader Joe's Bedford (562),2 Market Street,Bedford,NH,03110,0.0883916709673569
Trader Joe's Pinecrest (770),9205 S Dixie Hwy,Miami,FL,33156,0.1065903184403165
Trader Joe's Chatsworth (184),10330 Mason Ave,Chatsworth,CA,91311,0.1153125930567311
Trader Joe's Newport News (656),12551 Jefferson Ave,Newport News,VA,23602,0.1958352029850146
Trader Joe's Boise (360),300 S Capitol Blvd,Boise,ID,83702,0.0731530878009641
Trader Joe's Rancho Santa Margarita (27),30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,0.1031631940421266
Trader Joe's Shrewsbury (608),1031 Broad St,Shrewsbury,NJ,07702,0.1221055310528073
Trader Joe's Napa (128),3654 Bel Aire Plaza,Napa,CA,94558,0.0692981265334904
Trader Joe's Tulsa (460),3702 S Peoria Ave,Tulsa,OK,74105,0.12614562224559
Trader Joe's Foxborough - Patriot Place (528),350 Patriot Place,Foxborough,MA,02035,0.0735930566053147
Trader Joe's Salem (153),4450 Commercial St SE,Salem,OR,97302,0.1170083549822872
Trader Joe's Northbrook (682),127 Skokie Blvd,Northbrook,IL,60062,0.0494028185059118
Trader Joe's San Clemente (16),638 Camino de Los Mares,San Clemente,CA,92673,0.0909798124385801
Trader Joe's Manhattan Beach - Rosecrans Blvd (106),1800 Rosecrans Blvd,Manhattan Beach,CA,90266,0.0555826409481905
Trader Joe's Woodland Hills (209),21055 Ventura Blvd,Woodland Hills,CA,91364,0.09758299343458801
Trader Joe's Everett (139),811 SE Everett Mall Way,Everett,WA,98208,0.09425751774322999
Trader Joe's Warwick (518),1000 Bald Hill Rd,Warwick,RI,02886,0.2960588582566779
Trader Joe's Winter Park (765),131 Orlando Ave.,Winter Park,FL,32789,0.128351769427508
Trader Joe's Portland SE (143),4715 SE Cesar Chavez Blvd,Portland,OR,97202,0.0608485876143857
Trader Joe's Pacific Grove (79),1170 Forest Ave,Pacific Grove,CA,93950,0.0746358742636695
Trader Joe's Crestview Hills Grocery (788),2780 Dixie Highway,Crestview Hills,KY,41017,0.1579728597212448
Trader Joe's Westwood (602),20 Irvington St,Westwood,NJ,07675,0.0535925012169131
Trader Joe's San Francisco (100),3 Masonic Ave,San Francisco,CA,94118,0.0307399061143398
Trader Joe's Hewlett (554),1280 West Broadway,Hewlett,NY,11557,0.0842875651258058
Trader Joe's Athens (736),1850 Epps Bridge Pkwy,Athens,GA,30606,0.1281663406692871
Trader Joe's Greenwood Village (303),"5910 S University Blvd, Suite E1",Greenwood Village,CO,80121,0.1053020813462962
Trader Joe's Minnetonka (714),11220 Wayzata Blvd,Minnetonka,MN,55305,0.0582995592493969
Trader Joe's Oceanside (22),2570 Vista Way,Oceanside,CA,92054,0.1956607903655378
Trader Joe's Long Beach - Bixby Knolls (116),4210 Long Beach Blvd,Long Beach,CA,90807,0.0592029990435885
Trader Joe's Edgewater (606),715 River Rd,Edgewater,NJ,07020,0.0646391221335529
Trader Joe's West Hollywood (173),8611 Santa Monica Blvd,West Hollywood,CA,90069,0.0401591032444884
Trader Joe's Oakland - Rockridge (231),5727 College Ave,Oakland,CA,94618,0.0186515251534592
Trader Joe's Arroyo Grande (117),955 Rancho Pkwy,Arroyo Grande,CA,93420,0.1568831271322314
Trader Joe's Fort Wayne (757),4110 W. Jefferson Blvd.,Fort Wayne,IN,46804,0.1861215339002622
Trader Joe's Spokane N (164),5520 N Division St,Spokane,WA,99208,0.2436867845483275
Trader Joe's Crestview Hills Wine (789),2785 Dixie Highway,Crestview Hills,KY,41017,0.1579728597212448
Trader Joe's Chino Hills (216),13911 Peyton Drive,Chino Hills,CA,91709,0.1309974144713074
Trader Joe's Downers Grove (683),122 Ogden Ave,Downers Grove,IL,60515,0.0600102048020278
Trader Joe's Southlake (406),1492 E Southlake Blvd,Southlake,TX,76092,0.1066498499280787
Trader Joe's San Jose - Coleman Ave (212),635 Coleman Ave,San Jose,CA,95110,0.0643765220784573
Trader Joe's Shrewsbury (508),77 Boston Turnpike,Shrewsbury,MA,01545,0.0646443769410285
Trader Joe's Tempe (93),6460 S McClintock Dr,Tempe,AZ,85283,0.1607017464225516
Trader Joe's Fair Oaks (71),5309 Sunrise Blvd,Fair Oaks,CA,95628,0.1415075860340863
Trader Joe's Charlotte - North (743),1820 E Arbors Dr,Charlotte,NC,28262,0.1481215525543877
Trader Joe's Mission Valley (222),1072 Camino Del Rio North,San Diego,CA,92108,0.1416005460059718
Trader Joe's Newington/Portsmouth (520),45 Gosling Rd,Portsmouth,NH,03801,0.0934462453706538
Trader Joe's Palmdale (185),39507 10th St W,Palmdale,CA,93551,0.1475398756451074
Trader Joe's Houston - West (431),11683 Westheimer Rd,Houston,TX,77077,0.1219792843299743
Trader Joe's Eagle Rock (55),1566 Colorado Blvd,Eagle Rock,CA,90041,0.0664969018866097
Trader Joe's Boulder (301),1906 28th St,Boulder,CO,80301,0.0617663709242795
Trader Joe's Oceanside (552),3418 Long Beach Rd,Oceanside,NY,11572,0.088732029877675
Trader Joe's Pittsburgh - South Hills (630),1630 Washington Rd,Pittsburgh,PA,15241,0.0947742894137525
Trader Joe's Algonquin (699),1800 S Randall Rd,Algonquin,IL,60102,0.1216170562246312
Trader Joe's Charlotte - Piper Glen (742),6418 Rea Rd,Charlotte,NC,28277,0.0759628789206571
Trader Joe's Woodbury (715),8960 Hudson Rd. Ste. 801,Woodbury,MN,55125,0.0872397667341321
Trader Joe's Evanston (702),1211 Chicago Avenue,Evanston,IL,60202,0.0427193890649034
Trader Joe's Hermosa Beach (248),1100 Pacific Coast Hwy,Hermosa Beach,CA,90254,0.0545184065163697
Trader Joe's Lexington Wine (626),2320 Nicholasville Road,Lexington,KY,40503,0.0894157297383561
Trader Joe's Bailey's Crossroads (644),5847 Leesburg Pike,Bailey's Crossroads,VA,22041,0.0732437478096557
Trader Joe's Indianapolis - Castleton (671),5473 E 82nd St,Indianapolis,IN,46250,0.16772109308497699
Trader Joe's Encinitas (25),115 N El Camino Real,Encinitas,CA,92024,0.0970000950462371
Trader Joe's Bridgewater (614),315 Promenade Blvd,Bridgewater,NJ,08807,0.0784115092134237
Trader Joe's Marina Del Rey (205),4675 Admiralty Way,Marina Del Rey,CA,90292,0.0632988832418559
Trader Joe's Roseville (80),1117 Roseville Square,Roseville,CA,95678,0.2077307453805962
Trader Joe's Seattle - Capitol Hill (130),1700 Madison St,Seattle,WA,98122,0.0393188727802568
Trader Joe's Grosse Pointe (665),17028 Kercheval Ave,Grosse Pointe,MI,48230,0.0503891925268337
Trader Joe's SoHo (539),233 Spring Street,New York,NY,10013,0.0692731331410204
Trader Joe's Alameda (109),2217 South Shore Center,Alameda,CA,94501,0.0493022835248319
Trader Joe's Tampa (766),3808 W Swann Ave,Tampa,FL,33609,0.1837658842830186
Trader Joe's Capitola (64),3555 Clares St #D,Capitola,CA,95010,0.0590227916032567
Trader Joe's Temecula (102),40665 Winchester Rd,Temecula,CA,92591,0.1845183175359163
Trader Joe's Norcross - Peachtree Corners (734),5185 Peachtree Pkwy,Norcross,GA,30092,0.15094874791127802
Trader Joe's Las Vegas - Summerlin (86),7575 W Washington,Las Vegas,NV,89128,0.2808191813244896
Trader Joe's Culver City (251),6150 Slauson Ave,Culver City,CA,90230,0.0557348481191291
Trader Joe's San Juan Capistrano (249),32151 Camino Capistrano,San Juan Capistrano,CA,92675,0.0876047649259087
Trader Joe's Ann Arbor (678),2398 East Stadium Blvd,Ann Arbor,MI,48104,0.0290970187532714
Trader Joe's Glendale (85),7720 West Bell Rd,Glendale,AZ,85308,0.1557866677429525
Trader Joe's Ardmore (635),112 Coulter Ave,Ardmore,PA,19003,0.0504773876087464
Trader Joe's Northville (667),18771 Traditions Drive,Northville,MI,48167,0.1223862829015325
Trader Joe's Westbury (550),910 Old Country Rd,Garden City,NY,11530,0.048399630337597
Trader Joe's Fort Collins (304),"3500 S College Ave, Ste 110",Fort Collins,CO,80525,0.1262599114255334
Trader Joe's Glendale (53),103 E Glenoaks Blvd,Glendale,CA,91207,0.0401940098193796
Trader Joe's Danville (65),85 Railroad Ave,Danville,CA,94526,0.0333476438016143
Trader Joe's Rockville (642),12268-H Rockville Pike,Rockville,MD,20852,0.0299751329601219
Trader Joe's Littleton (306),8055 West Bowles Ave,Littleton,CO,80123,0.1182223155769785
Trader Joe's Long Beach - Bellflower Blvd (194),2222 North Bellflower Blvd,Long Beach,CA,90815,0.0523676652743356
Trader Joe's Jenkintown (633),933 Old York Rd,Jenkintown,PA,19046,0.0691030477802794
Trader Joe's San Francisco - Stonestown (236),265 Winston Dr,San Francisco,CA,94132,0.0450144716727924
Trader Joe's Fort Lauderdale (776),1560 N Federal Hwy,Fort Lauderdale,FL,33304,0.1210325640802347
Trader Joe's San Rafael (61),337 3rd St,San Rafael,CA,94901,0.0672044215923284
Trader Joe's Toluca Lake (54),10130 Riverside Dr,Toluca Lake,CA,91602,0.0619759914659913
Trader Joe's Washington - Union Market District (621),350 Florida Ave. NE,Washington,DC,20002,0.0678827686054279
Trader Joe's Los Angeles (31),263 S La Brea Ave,Los Angeles,CA,90036,0.0974129951546273
Trader Joe's Hartsdale (533),215 N Central Ave,Hartsdale,NY,10530,0.0685195737073301
Trader Joe's Brooklyn - City Point (547),445 Gold St,Brooklyn,NY,11201,0.0579064564045284
Trader Joe's North Potomac (648),10076 Darnestown Rd,Rockville,MD,20850,0.0310753912733828
Trader Joe's Indianapolis - W 86th (670),2902 W 86th St,Indianapolis,IN,46268,0.1432136901570342
Trader Joe's Sarasota (761),4101 S Tamiami Trail,Sarasota,FL,34231,0.2343748812868086
Trader Joe's Santa Cruz (193),700 Front St,Santa Cruz,CA,95060,0.0805261998154756
Trader Joe's Monterey (204),570 Munras Ave,Monterey,CA,93940,0.1211782025056397
Trader Joe's Agoura Hills (247),28941 Canwood St,Agoura Hills,CA,91301,0.0638004742006429
Trader Joe's Glendale (711),5600 N Port Washington Rd,Milwaukee,WI,53217,0.0516002268761557
Trader Joe's Allston (561),199 North Harvard Street,Allston,MA,02134,0.0591328656589247
Trader Joe's Merrick (553),1714 Merrick Rd,Merrick,NY,11566,0.0722471024431388
Trader Joe's Woodmere (676),28425 Chagrin Blvd,Woodmere,OH,44122,0.0507094638021761
Trader Joe's Silver Lake (17),2738 Hyperion Ave,Los Angeles,CA,90027,0.0621585546029084
Trader Joe's Cathedral City (118),67720 E Palm Canyon Dr,Cathedral City,CA,92234,0.09212972431843199
Trader Joe's Emeryville (72),5700 Christie Ave,Emeryville,CA,94608,0.0505377317492748
Trader Joe's Westwood (234),1000 Glendon Ave,Los Angeles,CA,90024,0.0550821077970683
Trader Joe's Rancho Palos Verdes (233),31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,0.0806506300221986
Trader Joe's Dallas  -  Lower Greenville (403),2001 Greenville Ave,Dallas,TX,75206,0.0847243877463361
Trader Joe's Pittsburgh North Hills (624),9020 Covenant Ave,Pittsburgh,PA,15237,0.0974614219850412
Trader Joe's Chula Vista (120),878 Eastlake Pkwy,Chula Vista,CA,91914,0.1293361249595318
Trader Joe's Corona (213),2790 Cabot Dr,Corona,CA,92883,0.171300577834649
Trader Joe's Hingham (530),5 Essington Drive,Hingham,MA,02043,0.0523665942414815
Trader Joe's Roswell (733),635 W Crossville Rd,Roswell,GA,30075,0.0754193254737814
Trader Joe's Torrance - Rolling Hills Plaza (29),2545 Pacific Coast Hwy,Torrance,CA,90505,0.0737747244845989
Trader Joe's La Grange (685),25 N La Grange Rd,La Grange,IL,60525,0.0804814065292185
Trader Joe's Riverside (15),6225 Riverside Plaza,Riverside,CA,92506,0.109762869447331
Trader Joe's Del Mar (223 ),13480 Highlands Place,San Diego,CA,92130,0.0769553472981323
Trader Joe's Vancouver (136),305 SE Chkalov Dr,Vancouver,WA,98683,0.084567916011298
Trader Joe's West Hartford (526),1489 New Britain Ave,West Hartford,CT,06110,0.0935506126624397
Trader Joe's Portland (519),87 Marginal Way,Portland,ME,04101,0.0786226061976261
Trader Joe's Denver Grocery (300),750 N Colorado Blvd,Denver,CO,80206,0.0518512480957259
Trader Joe's Irvine - University Ctr (111),4225 Campus Dr,Irvine,CA,92612,0.05677607284092201
Trader Joe's Essex Crossing (538),400 Grand St. (Cellar),New York,NY,10002,0.1272784949526708
Trader Joe's Bellingham (151),2410 James St,Bellingham,WA,98225,0.1181348498504211
Trader Joe's Somerville (560),145 Middlesex Ave,Somerville,MA,02145,0.0526819049485735
Trader Joe's Cary (741),1393 Kildaire Farm Rd,Cary,NC,27511,0.0680867497415302
Trader Joe's Columbus (679),3888 Townsfair Way,Columbus,OH,43219,0.1832710052765636
Trader Joe's Palo Alto (207),855 El Camino Real,Palo Alto,CA,94301,0.04480882149693799
Trader Joe's Lexington Grocery (627),2326 Nicholasville Rd,Lexington,KY,40503,0.0894157297383561
Trader Joe's Livermore (208),1122 A East Stanley Blvd,Livermore,CA,94550,0.0858996595581779
Trader Joe's Clackamas (152),9345 SE 82nd Ave,Clackamas,OR,97086,0.1467542254896743
Trader Joe's Arlington - Clarendon (640),1109 N Highland St,Arlington,VA,22201,0.0301135620606845
Trader Joe's Florham Park (604),176 Columbia Turnpike,Florham Park,NJ,07932,0.0622069261598343
Trader Joe's Olympic Blvd (215),11755 Olympic Blvd,Los Angeles,CA,90064,0.0457852955465851
Trader Joe's Dallas Knox (400),4525 Cole Ave,Dallas,TX,75205,0.0892452280635223
Trader Joe's Towson (649),800 Kenilworth Drive,Towson,MD,21204,0.0486111595249199
